Country,State,Year,Crime Head,"Number Of Incidences Or Cases (UOM:Number), Scaling Factor:1","Number Of Senior Citizen Victims (UOM:Number), Scaling Factor:1","Crime Rate Per Lakh Population (UOM:PerLakh(100000)), Scaling Factor:1"
India,4,1,5,5,5,0.1
India,4,1,6,5,5,0.1
India,4,1,7,24,24,0.3
India,4,1,8,1,1,0
India,4,1,9,25,25,0.3
India,4,1,10,0,0,0
India,4,1,12,1,1,0
India,4,1,19,69,73,0.9
India,4,1,18,2,2,0
India,4,1,16,150,154,1.9
India,5,1,19,0,0,0
India,5,1,18,2,2,3
India,5,1,15,0,0,0
India,5,1,0,0,0,0
India,5,1,1,0,0,0
India,5,1,2,0,0,0
India,5,1,3,4,4,6
India,5,1,4,0,0,0
India,5,1,5,6,6,8.9
India,5,1,6,2,2,3
India,5,1,7,1,1,1.5
India,5,1,13,1,1,1.5
India,5,1,14,0,0,0
India,5,1,17,0,0,0
India,5,1,22,0,0,0
India,5,1,21,0,0,0
India,5,1,20,1,1,1.5
India,5,1,16,22,22,32.8
India,5,1,8,0,0,0
India,5,1,9,3,3,4.5
India,5,1,10,8,8,11.9
India,5,1,11,0,0,0
India,5,1,12,0,0,0
India,6,1,22,0,0,0
India,6,1,17,65,65,3.2
India,6,1,21,13,13,0.6
India,6,1,20,0,0,0
India,6,1,16,1408,1419,70.3
India,6,1,18,91,91,4.5
India,6,1,19,589,596,29.4
India,6,1,12,14,14,0.7
India,6,1,11,6,6,0.3
India,6,1,10,441,442,22
India,6,1,9,70,73,3.5
India,6,1,8,0,0,0
India,6,1,7,41,41,2
India,6,1,6,21,21,1
India,6,1,5,65,65,3.2
India,6,1,4,0,0,0
India,6,1,3,44,44,2.2
India,6,1,2,2,2,0.1
India,6,1,1,0,0,0
India,6,1,0,0,0,0
India,6,1,15,0,0,0
India,6,1,14,1,1,0
India,6,1,13,10,10,0.5
India,7,1,9,17,17,1.5
India,7,1,10,211,211,18.4
India,7,1,11,1,1,0.1
India,7,1,12,28,28,2.4
India,7,1,19,51,52,4.4
India,7,1,18,659,659,57.4
India,7,1,16,1167,1168,101.7
India,7,1,20,18,18,1.6
India,7,1,21,0,0,0
India,7,1,22,6,6,0.5
India,7,1,17,1,1,0.1
India,7,1,13,7,7,0.6
India,7,1,14,1,1,0.1
India,7,1,15,0,0,0
India,7,1,0,0,0,0
India,7,1,1,0,0,0
India,7,1,2,4,4,0.3
India,7,1,3,144,144,12.5
India,7,1,4,1,1,0.1
India,7,1,5,153,153,13.3
India,7,1,6,8,8,0.7
India,7,1,7,9,9,0.8
India,7,1,8,1,1,0.1
India,8,1,2,0,0,0
India,8,1,1,0,0,0
India,8,1,6,0,0,0
India,8,1,5,2,2,1.2
India,8,1,4,1,1,0.6
India,8,1,16,50,57,30.6
India,8,1,18,10,10,6.1
India,8,1,8,1,1,0.6
India,8,1,9,2,4,1.2
India,8,1,10,15,18,9.2
India,8,1,11,0,0,0
India,8,1,13,3,3,1.8
India,8,1,14,0,0,0
India,8,1,15,0,0,0
India,8,1,0,0,0,0
India,8,1,19,9,11,5.5
India,8,1,12,1,1,0.6
India,8,1,3,1,1,0.6
India,8,1,7,7,7,4.3
India,8,1,20,0,0,0
India,8,1,17,0,0,0
India,8,1,21,0,0,0
India,8,1,22,0,0,0
India,9,1,9,62,67,1.3
India,9,1,15,3,3,0.1
India,9,1,2,6,6,0.1
India,9,1,3,67,67,1.4
India,9,1,4,29,29,0.6
India,9,1,0,3,3,0.1
India,9,1,1,0,0,0
India,9,1,20,3,3,0.1
India,9,1,21,22,23,0.5
India,9,1,22,0,0,0
India,9,1,17,241,242,5
India,9,1,13,8,8,0.2
India,9,1,14,1,1,0
India,9,1,5,96,96,2
India,9,1,6,0,0,0
India,9,1,7,75,78,1.6
India,9,1,8,4,4,0.1
India,9,1,10,109,109,2.3
India,9,1,11,1,1,0
India,9,1,12,22,25,0.5
India,9,1,19,110,110,2.3
India,9,1,18,109,111,2.3
India,9,1,16,872,887,18.2
India,10,1,3,58,58,2.6
India,10,1,4,5,5,0.2
India,10,1,5,87,87,4
India,10,1,6,24,24,1.1
India,10,1,7,27,27,1.2
India,10,1,8,2,2,0.1
India,10,1,9,47,47,2.1
India,10,1,10,592,596,27
India,10,1,11,4,4,0.2
India,10,1,12,6,6,0.3
India,10,1,19,41,49,1.9
India,10,1,18,135,135,6.2
India,10,1,16,1056,1072,48.1
India,10,1,21,11,11,0.5
India,10,1,20,13,13,0.6
India,10,1,22,4,4,0.2
India,10,1,17,50,52,2.3
India,10,1,13,29,31,1.3
India,10,1,14,2,2,0.1
India,10,1,15,2,2,0.1
India,10,1,0,2,2,0.1
India,10,1,1,0,0,0
India,10,1,2,4,4,0.2
India,11,1,8,0,0,0
India,11,1,0,0,0,0
India,11,1,7,29,29,4.1
India,11,1,1,0,0,0
India,11,1,2,0,0,0
India,11,1,3,17,17,2.4
India,11,1,4,1,1,0.1
India,11,1,5,23,23,3.3
India,11,1,6,5,5,0.7
India,11,1,13,74,74,10.5
India,11,1,14,0,0,0
India,11,1,15,0,0,0
India,11,1,20,6,6,0.9
India,11,1,21,4,4,0.6
India,11,1,22,0,0,0
India,11,1,16,419,419,59.6
India,11,1,18,12,12,1.7
India,11,1,19,67,67,9.5
India,11,1,17,26,26,3.7
India,11,1,12,0,0,0
India,11,1,11,2,2,0.3
India,11,1,10,166,166,23.6
India,11,1,9,10,10,1.4
India,12,1,2,0,0,0
India,12,1,16,40,40,4.4
India,12,1,18,0,0,0
India,12,1,19,1,1,0.1
India,12,1,12,1,1,0.1
India,12,1,11,0,0,0
India,12,1,10,16,16,1.8
India,12,1,9,2,2,0.2
India,12,1,8,0,0,0
India,12,1,6,0,0,0
India,12,1,5,0,0,0
India,12,1,4,0,0,0
India,12,1,3,0,0,0
India,12,1,20,0,0,0
India,12,1,1,0,0,0
India,12,1,0,0,0,0
India,12,1,15,0,0,0
India,12,1,14,0,0,0
India,12,1,7,1,1,0.1
India,12,1,13,18,18,2
India,12,1,17,0,0,0
India,12,1,22,0,0,0
India,12,1,21,1,1,0.1
India,13,1,2,0,0,0
India,13,1,1,0,0,0
India,13,1,0,0,0,0
India,13,1,15,0,0,0
India,13,1,14,0,0,0
India,13,1,21,5,5,0.2
India,13,1,20,0,0,0
India,13,1,16,32,32,1.4
India,13,1,18,2,2,0.1
India,13,1,3,1,1,0
India,13,1,4,0,0,0
India,13,1,5,1,1,0
India,13,1,19,1,1,0
India,13,1,12,1,1,0
India,13,1,11,1,1,0
India,13,1,10,9,9,0.4
India,13,1,6,0,0,0
India,13,1,22,0,0,0
India,13,1,7,6,6,0.3
India,13,1,8,0,0,0
India,13,1,9,6,6,0.3
India,13,1,13,0,0,0
India,13,1,17,0,0,0
India,14,1,6,15,15,0.3
India,14,1,2,3,3,0.1
India,14,1,1,0,0,0
India,14,1,0,4,4,0.1
India,14,1,15,4,4,0.1
India,14,1,14,2,2,0
India,14,1,13,55,56,0.9
India,14,1,17,50,55,0.9
India,14,1,22,1,1,0
India,14,1,21,84,108,1.5
India,14,1,20,87,88,1.5
India,14,1,18,120,120,2.1
India,14,1,16,1442,1533,24.9
India,14,1,19,433,471,7.5
India,14,1,12,87,88,1.5
India,14,1,11,1,1,0
India,14,1,10,193,194,3.3
India,14,1,9,85,87,1.5
India,14,1,8,3,3,0.1
India,14,1,7,22,24,0.4
India,14,1,5,212,228,3.7
India,14,1,4,8,8,0.1
India,14,1,3,189,205,3.3
India,15,1,11,11,11,0.3
India,15,1,20,34,34,0.8
India,15,1,21,18,18,0.4
India,15,1,22,45,46,1.1
India,15,1,17,14,14,0.3
India,15,1,13,20,20,0.5
India,15,1,14,8,8,0.2
India,15,1,15,1,1,0
India,15,1,0,1,1,0
India,15,1,1,0,0,0
India,15,1,2,3,3,0.1
India,15,1,3,26,26,0.6
India,15,1,4,0,0,0
India,15,1,5,35,35,0.8
India,15,1,6,9,9,0.2
India,15,1,7,62,65,1.5
India,15,1,8,0,0,0
India,15,1,9,58,61,1.4
India,15,1,10,75,76,1.8
India,15,1,12,32,33,0.8
India,15,1,19,248,255,5.9
India,15,1,18,7,7,0.2
India,15,1,16,671,687,16
India,16,1,18,0,0,0
India,16,1,19,0,0,0
India,16,1,12,0,0,0
India,16,1,11,0,0,0
India,16,1,10,0,0,0
India,16,1,9,0,0,0
India,16,1,8,0,0,0
India,16,1,5,0,0,0
India,16,1,4,0,0,0
India,16,1,3,0,0,0
India,16,1,2,0,0,0
India,16,1,1,0,0,0
India,16,1,0,0,0,0
India,16,1,15,0,0,0
India,16,1,14,0,0,0
India,16,1,13,0,0,0
India,16,1,17,0,0,0
India,16,1,22,0,0,0
India,16,1,21,0,0,0
India,16,1,20,0,0,0
India,16,1,7,0,0,0
India,16,1,16,0,0,0
India,16,1,6,0,0,0
India,17,1,17,0,0,0
India,17,1,8,0,0,0
India,17,1,9,0,0,0
India,17,1,10,0,0,0
India,17,1,11,0,0,0
India,17,1,12,0,0,0
India,17,1,19,0,0,0
India,17,1,18,0,0,0
India,17,1,16,0,0,0
India,17,1,6,0,0,0
India,17,1,5,0,0,0
India,17,1,4,0,0,0
India,17,1,3,0,0,0
India,17,1,2,0,0,0
India,17,1,1,0,0,0
India,17,1,0,0,0,0
India,17,1,15,0,0,0
India,17,1,14,0,0,0
India,17,1,13,0,0,0
India,17,1,7,0,0,0
India,17,1,22,0,0,0
India,17,1,21,0,0,0
India,17,1,20,0,0,0
India,18,1,18,262,267,4.6
India,18,1,16,5273,5313,92.3
India,18,1,19,2672,2683,46.8
India,18,1,12,39,39,0.7
India,18,1,11,15,15,0.3
India,18,1,10,883,895,15.5
India,18,1,9,121,122,2.1
India,18,1,8,2,2,0
India,18,1,7,231,232,4
India,18,1,6,18,18,0.3
India,18,1,5,124,124,2.2
India,18,1,4,1,1,0
India,18,1,3,105,105,1.8
India,18,1,2,14,14,0.2
India,18,1,1,0,0,0
India,18,1,0,0,0,0
India,18,1,15,0,0,0
India,18,1,14,7,7,0.1
India,18,1,13,118,119,2.1
India,18,1,17,726,727,12.7
India,18,1,22,0,0,0
India,18,1,21,47,55,0.8
India,18,1,20,12,12,0.2
India,19,1,20,44,44,0.4
India,19,1,10,1052,1069,9.5
India,19,1,11,9,9,0.1
India,19,1,12,382,396,3.4
India,19,1,9,181,186,1.6
India,19,1,19,1512,1521,13.6
India,19,1,18,1206,1215,10.9
India,19,1,16,6190,6287,55.7
India,19,1,8,17,17,0.2
India,19,1,7,334,369,3
India,19,1,6,133,133,1.2
India,19,1,5,1150,1153,10.4
India,19,1,4,47,47,0.4
India,19,1,3,970,973,8.7
India,19,1,2,54,54,0.5
India,19,1,1,1,1,0
India,19,1,0,14,14,0.1
India,19,1,15,13,13,0.1
India,19,1,14,19,24,0.2
India,19,1,13,133,133,1.2
India,19,1,17,5,5,0
India,19,1,22,0,0,0
India,19,1,21,78,78,0.7
India,20,1,11,0,0,0
India,20,1,22,0,0,0
India,20,1,17,0,0,0
India,20,1,13,1,1,0.5
India,20,1,14,0,0,0
India,20,1,15,0,0,0
India,20,1,0,0,0,0
India,20,1,1,0,0,0
India,20,1,2,0,0,0
India,20,1,3,0,0,0
India,20,1,4,0,0,0
India,20,1,5,0,0,0
India,20,1,6,0,0,0
India,20,1,7,3,3,1.5
India,20,1,8,0,0,0
India,20,1,12,0,0,0
India,20,1,19,0,0,0
India,20,1,18,0,0,0
India,20,1,16,8,8,4
India,20,1,20,0,0,0
India,20,1,9,1,1,0.5
India,20,1,21,2,2,1
India,20,1,10,1,1,0.5
India,21,1,16,3,3,2.2
India,21,1,20,0,0,0
India,21,1,21,1,1,0.7
India,21,1,22,0,0,0
India,21,1,17,0,0,0
India,21,1,13,0,0,0
India,21,1,14,0,0,0
India,21,1,15,0,0,0
India,21,1,0,0,0,0
India,21,1,1,0,0,0
India,21,1,2,0,0,0
India,21,1,3,0,0,0
India,21,1,4,0,0,0
India,21,1,5,0,0,0
India,21,1,6,0,0,0
India,21,1,7,0,0,0
India,21,1,8,1,1,0.7
India,21,1,9,0,0,0
India,21,1,10,0,0,0
India,21,1,11,1,1,0.7
India,21,1,12,0,0,0
India,21,1,19,0,0,0
India,21,1,18,0,0,0
India,22,1,15,0,0,0
India,22,1,20,1,1,1.5
India,22,1,21,0,0,0
India,22,1,0,0,0,0
India,22,1,1,0,0,0
India,22,1,2,0,0,0
India,22,1,3,0,0,0
India,22,1,4,0,0,0
India,22,1,5,0,0,0
India,22,1,6,0,0,0
India,22,1,7,0,0,0
India,22,1,8,0,0,0
India,22,1,16,5,5,7.3
India,22,1,18,0,0,0
India,22,1,22,0,0,0
India,22,1,17,2,2,2.9
India,22,1,13,0,0,0
India,22,1,19,1,1,1.5
India,22,1,9,1,1,1.5
India,22,1,14,0,0,0
India,22,1,10,0,0,0
India,22,1,11,0,0,0
India,22,1,12,0,0,0
India,23,1,17,0,0,0
India,23,1,16,8,8,7.8
India,23,1,18,5,5,4.9
India,23,1,19,0,0,0
India,23,1,12,0,0,0
India,23,1,11,0,0,0
India,23,1,20,0,0,0
India,23,1,21,0,0,0
India,23,1,10,1,1,1
India,23,1,9,0,0,0
India,23,1,8,1,1,1
India,23,1,7,0,0,0
India,23,1,6,0,0,0
India,23,1,5,1,1,1
India,23,1,4,0,0,0
India,23,1,3,1,1,1
India,23,1,2,0,0,0
India,23,1,1,0,0,0
India,23,1,0,0,0,0
India,23,1,15,0,0,0
India,23,1,14,0,0,0
India,23,1,13,0,0,0
India,23,1,22,0,0,0
India,24,1,12,6,6,0.2
India,24,1,20,15,15,0.4
India,24,1,21,7,7,0.2
India,24,1,22,0,0,0
India,24,1,17,55,55,1.4
India,24,1,13,2,2,0.1
India,24,1,14,0,0,0
India,24,1,15,0,0,0
India,24,1,0,0,0,0
India,24,1,1,0,0,0
India,24,1,2,2,2,0.1
India,24,1,3,4,4,0.1
India,24,1,4,1,1,0
India,24,1,5,7,7,0.2
India,24,1,6,2,2,0.1
India,24,1,7,6,7,0.2
India,24,1,8,0,0,0
India,24,1,9,7,8,0.2
India,24,1,10,51,51,1.3
India,24,1,11,0,0,0
India,24,1,19,31,32,0.8
India,24,1,18,21,21,0.5
India,24,1,16,210,213,5.3
India,25,1,16,0,0,0
India,25,1,18,0,0,0
India,25,1,19,0,0,0
India,25,1,12,0,0,0
India,25,1,11,0,0,0
India,25,1,2,0,0,0
India,25,1,3,0,0,0
India,25,1,7,0,0,0
India,25,1,4,0,0,0
India,25,1,5,0,0,0
India,25,1,8,0,0,0
India,25,1,9,0,0,0
India,25,1,10,0,0,0
India,25,1,1,0,0,0
India,25,1,0,0,0,0
India,25,1,20,0,0,0
India,25,1,21,0,0,0
India,25,1,22,0,0,0
India,25,1,17,0,0,0
India,25,1,13,0,0,0
India,25,1,14,0,0,0
India,25,1,6,0,0,0
India,25,1,15,0,0,0
India,26,1,22,1,1,0
India,26,1,13,12,12,0.4
India,26,1,17,1,1,0
India,26,1,21,8,8,0.3
India,26,1,20,1,1,0
India,26,1,14,2,2,0.1
India,26,1,15,1,1,0
India,26,1,0,1,1,0
India,26,1,1,0,0,0
India,26,1,2,1,1,0
India,26,1,3,31,31,1.1
India,26,1,4,1,1,0
India,26,1,5,39,39,1.4
India,26,1,6,7,7,0.2
India,26,1,7,33,33,1.2
India,26,1,8,0,0,0
India,26,1,9,61,65,2.1
India,26,1,10,66,67,2.3
India,26,1,11,4,4,0.1
India,26,1,12,0,0,0
India,26,1,19,20,20,0.7
India,26,1,18,85,85,3
India,26,1,16,335,340,11.7
India,27,1,6,21,21,0.4
India,27,1,7,2,2,0
India,27,1,5,84,84,1.6
India,27,1,4,0,0,0
India,27,1,3,63,63,1.2
India,27,1,8,0,0,0
India,27,1,9,10,10,0.2
India,27,1,10,206,208,4
India,27,1,1,0,0,0
India,27,1,11,4,4,0.1
India,27,1,12,4,4,0.1
India,27,1,19,34,34,0.7
India,27,1,18,15,15,0.3
India,27,1,16,363,365,7.1
India,27,1,2,2,2,0
India,27,1,20,0,0,0
India,27,1,21,2,2,0
India,27,1,22,0,0,0
India,27,1,17,0,0,0
India,27,1,13,0,0,0
India,27,1,14,0,0,0
India,27,1,15,0,0,0
India,27,1,0,0,0,0
India,28,1,21,0,0,0
India,28,1,16,2,2,4.9
India,28,1,18,0,0,0
India,28,1,19,0,0,0
India,28,1,12,0,0,0
India,28,1,11,0,0,0
India,28,1,10,0,0,0
India,28,1,9,2,2,4.9
India,28,1,8,0,0,0
India,28,1,7,0,0,0
India,28,1,6,0,0,0
India,28,1,5,0,0,0
India,28,1,4,0,0,0
India,28,1,3,0,0,0
India,28,1,2,0,0,0
India,28,1,1,0,0,0
India,28,1,0,0,0,0
India,28,1,15,0,0,0
India,28,1,14,0,0,0
India,28,1,13,0,0,0
India,28,1,17,0,0,0
India,28,1,22,0,0,0
India,28,1,20,0,0,0
India,29,1,20,5,5,0.1
India,29,1,16,1841,1920,24.5
India,29,1,18,286,319,3.8
India,29,1,19,583,612,7.8
India,29,1,12,170,172,2.3
India,29,1,11,8,8,0.1
India,29,1,10,220,221,2.9
India,29,1,9,191,202,2.5
India,29,1,8,7,7,0.1
India,29,1,7,27,29,0.4
India,29,1,6,9,9,0.1
India,29,1,5,201,201,2.7
India,29,1,4,40,40,0.5
India,29,1,3,152,152,2
India,29,1,2,31,31,0.4
India,29,1,1,0,0,0
India,29,1,0,8,8,0.1
India,29,1,15,8,8,0.1
India,29,1,14,5,5,0.1
India,29,1,13,1,1,0
India,29,1,17,43,43,0.6
India,29,1,22,0,0,0
India,29,1,21,55,56,0.7
India,30,1,11,1,1,0
India,30,1,20,10,10,0.3
India,30,1,16,1952,1962,56.7
India,30,1,21,18,18,0.5
India,30,1,22,0,0,0
India,30,1,17,49,49,1.4
India,30,1,13,403,403,11.7
India,30,1,14,21,21,0.6
India,30,1,15,0,0,0
India,30,1,0,0,0,0
India,30,1,10,270,271,7.8
India,30,1,1,0,0,0
India,30,1,2,4,4,0.1
India,30,1,3,333,333,9.7
India,30,1,4,25,25,0.7
India,30,1,5,419,419,12.2
India,30,1,6,61,61,1.8
India,30,1,7,25,26,0.7
India,30,1,8,3,3,0.1
India,30,1,9,56,56,1.6
India,30,1,18,298,298,8.7
India,30,1,19,353,361,10.2
India,30,1,12,22,22,0.6
India,31,1,13,0,0,0
India,31,1,20,0,0,0
India,31,1,21,0,0,0
India,31,1,22,0,0,0
India,31,1,17,0,0,0
India,31,1,14,0,0,0
India,31,1,15,0,0,0
India,31,1,0,0,0,0
India,31,1,1,0,0,0
India,31,1,2,0,0,0
India,31,1,3,0,0,0
India,31,1,4,0,0,0
India,31,1,5,0,0,0
India,31,1,6,0,0,0
India,31,1,7,1,1,4
India,31,1,8,0,0,0
India,31,1,9,1,1,4
India,31,1,10,2,2,7.9
India,31,1,11,0,0,0
India,31,1,12,0,0,0
India,31,1,19,0,0,0
India,31,1,18,0,0,0
India,31,1,16,4,4,15.8
India,32,1,19,0,0,0
India,32,1,2,0,0,0
India,32,1,0,0,0,0
India,32,1,15,0,0,0
India,32,1,14,0,0,0
India,32,1,13,0,0,0
India,32,1,17,0,0,0
India,32,1,22,0,0,0
India,32,1,21,2,2,0.7
India,32,1,20,0,0,0
India,32,1,1,0,0,0
India,32,1,16,8,8,2.8
India,32,1,18,0,0,0
India,32,1,3,0,0,0
India,32,1,12,0,0,0
India,32,1,11,0,0,0
India,32,1,10,1,1,0.3
India,32,1,9,4,4,1.4
India,32,1,8,0,0,0
India,32,1,7,1,1,0.3
India,32,1,6,0,0,0
India,32,1,5,0,0,0
India,32,1,4,0,0,0
India,33,1,9,101,103,0.7
India,33,1,5,81,81,0.5
India,33,1,8,0,0,0
India,33,1,7,27,27,0.2
India,33,1,6,0,0,0
India,33,1,10,95,95,0.6
India,33,1,11,3,3,0
India,33,1,12,1,1,0
India,33,1,19,20,20,0.1
India,33,1,18,33,33,0.2
India,33,1,16,423,425,2.7
India,33,1,20,0,0,0
India,33,1,21,6,6,0
India,33,1,22,1,1,0
India,33,1,17,29,29,0.2
India,33,1,13,5,5,0
India,33,1,14,21,21,0.1
India,33,1,15,0,0,0
India,33,1,0,0,0,0
India,33,1,1,0,0,0
India,33,1,2,0,0,0
India,33,1,3,76,76,0.5
India,33,1,4,5,5,0
India,34,1,3,0,0,0
India,34,1,16,7,7,0.8
India,34,1,21,0,0,0
India,34,1,22,0,0,0
India,34,1,17,0,0,0
India,34,1,13,0,0,0
India,34,1,14,0,0,0
India,34,1,15,0,0,0
India,34,1,0,0,0,0
India,34,1,1,0,0,0
India,34,1,2,0,0,0
India,34,1,4,0,0,0
India,34,1,5,0,0,0
India,34,1,6,0,0,0
India,34,1,7,0,0,0
India,34,1,8,0,0,0
India,34,1,9,7,7,0.8
India,34,1,10,0,0,0
India,34,1,11,0,0,0
India,34,1,20,0,0,0
India,34,1,12,0,0,0
India,34,1,19,0,0,0
India,34,1,18,0,0,0
India,35,1,14,2,2,0
India,35,1,15,0,0,0
India,35,1,16,304,320,3.9
India,35,1,18,4,4,0.1
India,35,1,19,24,28,0.3
India,35,1,12,2,2,0
India,35,1,11,1,1,0
India,35,1,10,191,198,2.5
India,35,1,9,4,4,0.1
India,35,1,8,0,0,0
India,35,1,7,51,54,0.7
India,35,1,6,0,0,0
India,35,1,20,1,1,0
India,35,1,5,7,7,0.1
India,35,1,4,0,0,0
India,35,1,3,7,7,0.1
India,35,1,2,1,1,0
India,35,1,1,0,0,0
India,35,1,0,0,0,0
India,35,1,21,14,16,0.2
India,35,1,22,1,1,0
India,35,1,17,1,1,0
India,35,1,13,0,0,0
India,0,2,20,0,0,0
India,0,2,21,0,0,0
India,0,2,22,1,1,3.9
India,0,2,17,0,0,0
India,0,2,13,0,0,0
India,0,2,14,0,0,0
India,0,2,15,0,0,0
India,0,2,0,0,0,0
India,0,2,1,0,0,0
India,0,2,2,0,0,0
India,0,2,3,0,0,0
India,0,2,4,0,0,0
India,0,2,5,0,0,0
India,0,2,6,0,0,0
India,0,2,7,4,4,15.7
India,0,2,8,0,0,0
India,0,2,9,1,1,3.9
India,0,2,10,10,11,39.3
India,0,2,11,0,0,0
India,0,2,12,0,0,0
India,0,2,19,1,1,3.9
India,0,2,18,0,0,0
India,0,2,16,17,18,66.9
India,1,2,8,0,0,0
India,1,2,21,24,27,0.5
India,1,2,22,0,0,0
India,1,2,17,50,50,1
India,1,2,13,138,141,2.9
India,1,2,14,7,7,0.1
India,1,2,15,0,0,0
India,1,2,0,0,0,0
India,1,2,1,0,0,0
India,1,2,2,9,9,0.2
India,1,2,3,121,123,2.5
India,1,2,4,8,8,0.2
India,1,2,5,142,144,2.9
India,1,2,6,13,13,0.3
India,1,2,7,17,17,0.4
India,1,2,9,52,53,1.1
India,1,2,10,699,699,14.5
India,1,2,11,2,2,0
India,1,2,12,19,22,0.4
India,1,2,19,559,569,11.6
India,1,2,18,128,128,2.6
India,1,2,16,1860,1882,38.5
India,1,2,20,14,14,0.3
India,2,2,21,0,0,0
India,2,2,20,0,0,0
India,2,2,16,0,0,0
India,2,2,18,0,0,0
India,2,2,19,0,0,0
India,2,2,12,0,0,0
India,2,2,11,0,0,0
India,2,2,10,0,0,0
India,2,2,9,0,0,0
India,2,2,8,0,0,0
India,2,2,7,0,0,0
India,2,2,6,0,0,0
India,2,2,5,0,0,0
India,2,2,4,0,0,0
India,2,2,3,0,0,0
India,2,2,2,0,0,0
India,2,2,1,0,0,0
India,2,2,0,0,0,0
India,2,2,15,0,0,0
India,2,2,14,0,0,0
India,2,2,13,0,0,0
India,2,2,17,0,0,0
India,2,2,22,0,0,0
India,3,2,16,6,6,0.3
India,3,2,20,1,1,0
India,3,2,21,0,0,0
India,3,2,22,0,0,0
India,3,2,17,0,0,0
India,3,2,13,0,0,0
India,3,2,14,0,0,0
India,3,2,15,0,0,0
India,3,2,0,0,0,0
India,3,2,1,0,0,0
India,3,2,2,1,1,0
India,3,2,3,1,1,0
India,3,2,4,1,1,0
India,3,2,5,2,2,0.1
India,3,2,6,0,0,0
India,3,2,7,0,0,0
India,3,2,8,0,0,0
India,3,2,9,0,0,0
India,3,2,10,2,2,0.1
India,3,2,11,0,0,0
India,3,2,12,0,0,0
India,3,2,19,0,0,0
India,3,2,18,0,0,0
India,4,2,17,0,0,0
India,4,2,19,190,204,2.5
India,4,2,12,0,0,0
India,4,2,20,0,0,0
India,4,2,21,17,19,0.2
India,4,2,22,0,0,0
India,4,2,13,0,0,0
India,4,2,14,0,0,0
India,4,2,15,0,0,0
India,4,2,0,0,0,0
India,4,2,1,0,0,0
India,4,2,2,0,0,0
India,4,2,11,0,0,0
India,4,2,10,0,0,0
India,4,2,9,52,52,0.7
India,4,2,8,0,0,0
India,4,2,7,50,52,0.6
India,4,2,18,0,0,0
India,4,2,6,13,13,0.2
India,4,2,5,13,13,0.2
India,4,2,4,0,0,0
India,4,2,16,322,340,4.2
India,4,2,3,0,0,0
India,5,2,2,1,1,1.5
India,5,2,17,0,0,0
India,5,2,22,0,0,0
India,5,2,21,0,0,0
India,5,2,20,1,1,1.5
India,5,2,1,0,0,0
India,5,2,0,0,0,0
India,5,2,15,0,0,0
India,5,2,14,0,0,0
India,5,2,16,43,43,64.1
India,5,2,13,3,3,4.5
India,5,2,18,2,2,3
India,5,2,19,0,0,0
India,5,2,12,2,2,3
India,5,2,11,0,0,0
India,5,2,10,15,15,22.4
India,5,2,9,2,2,3
India,5,2,8,0,0,0
India,5,2,7,0,0,0
India,5,2,6,4,4,6
India,5,2,5,17,17,25.3
India,5,2,4,0,0,0
India,5,2,3,13,13,19.4
India,6,2,9,65,66,3.2
India,6,2,10,650,657,32.4
India,6,2,8,1,1,0
India,6,2,7,37,37,1.8
India,6,2,6,16,16,0.8
India,6,2,5,63,63,3.1
India,6,2,4,0,0,0
India,6,2,3,47,47,2.3
India,6,2,2,1,1,0
India,6,2,1,0,0,0
India,6,2,0,0,0,0
India,6,2,15,0,0,0
India,6,2,14,3,3,0.1
India,6,2,21,20,20,1
India,6,2,22,0,0,0
India,6,2,17,68,68,3.4
India,6,2,13,4,4,0.2
India,6,2,20,2,2,0.1
India,6,2,16,1533,1546,76.5
India,6,2,18,80,80,4
India,6,2,19,521,526,26
India,6,2,12,13,13,0.6
India,6,2,11,5,5,0.2
India,7,2,21,1,1,0.1
India,7,2,22,5,5,0.4
India,7,2,17,0,0,0
India,7,2,13,5,5,0.4
India,7,2,14,2,2,0.2
India,7,2,15,0,0,0
India,7,2,0,0,0,0
India,7,2,1,0,0,0
India,7,2,2,1,1,0.1
India,7,2,6,28,30,2.4
India,7,2,7,6,6,0.5
India,7,2,8,1,1,0.1
India,7,2,9,7,7,0.6
India,7,2,10,285,286,24.8
India,7,2,3,82,82,7.1
India,7,2,4,0,0,0
India,7,2,5,110,112,9.6
India,7,2,12,31,31,2.7
India,7,2,16,919,922,80.1
India,7,2,18,415,415,36.2
India,7,2,19,37,37,3.2
India,7,2,11,5,5,0.4
India,7,2,20,8,8,0.7
India,8,2,21,0,0,0
India,8,2,17,2,2,1.2
India,8,2,13,3,3,1.8
India,8,2,14,0,0,0
India,8,2,15,0,0,0
India,8,2,0,0,0,0
India,8,2,16,31,31,19
India,8,2,18,5,5,3.1
India,8,2,19,10,10,6.1
India,8,2,12,0,0,0
India,8,2,11,0,0,0
India,8,2,10,7,7,4.3
India,8,2,9,2,2,1.2
India,8,2,8,1,1,0.6
India,8,2,7,0,0,0
India,8,2,6,0,0,0
India,8,2,5,1,1,0.6
India,8,2,4,0,0,0
India,8,2,3,1,1,0.6
India,8,2,2,0,0,0
India,8,2,1,0,0,0
India,8,2,20,0,0,0
India,8,2,22,0,0,0
India,9,2,6,20,24,0.4
India,9,2,5,226,230,4.7
India,9,2,4,10,10,0.2
